load_step_names,image_names,Fh [kN],u [mm],Fv_total [kN],Fv_s [kN],Fv_n [kN],lv1 [mm],lv2 [mm],lv3 [mm],lv4 [mm],lv5 [mm],lv6 [mm],lv7 [mm],lv8 [mm],lv9 [mm],lv10 [mm],lv11 [mm],lv12 [mm],lv13 [mm],lv14 [mm]
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0111,0.2404,NaN,-58.26,-29.19,-29.07,-0.1217,-0.05154,-0.3308,-0.2814,0.00973,-0.00341,0.00324,-0.01251,0.00114,-0.0087,0.00086,0.00489,0.00044,-0.00011
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0112,0.1484,NaN,-53.76,-26.88,-26.88,-0.1217,-0.05158,-0.3213,-0.2716,0.00964,-0.00339,0.0032,-0.01206,0.00278,-0.00865,0.00084,0.00483,0.00042,-0.00014
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0113,0.2266,NaN,-48.65,-24.35,-24.3,-0.1216,-0.05154,-0.3098,-0.2567,0.00945,-0.00342,0.00305,-0.01158,0.00427,-0.00869,0.00081,0.00481,0.00039,-0.0001
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0114,0.1232,NaN,-43.76,-21.87,-21.89,-0.1214,-0.0515,-0.2952,-0.2435,0.00928,-0.00333,0.00304,-0.01091,0.00596,-0.00859,0.00085,0.0047,0.00041,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0115,0.1836,NaN,-37.8,-18.87,-18.93,-0.1213,-0.05145,-0.2797,-0.2223,0.00899,-0.00334,0.00286,-0.01017,0.0073,-0.00855,0.00081,0.0044,0.00038,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0116,0.1154,NaN,-33.78,-16.87,-16.91,-0.1213,-0.0516,-0.2651,-0.2104,0.00875,-0.00331,0.00273,-0.00949,0.0082,-0.00844,0.00081,0.00416,0.00037,-0.00012
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0117,0.1479,NaN,-28.73,-14.36,-14.37,-0.1211,-0.0516,-0.2475,-0.1919,0.00841,-0.00326,0.00261,-0.00856,0.00913,-0.00832,0.00075,0.00387,0.00038,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0118,0.1521,NaN,-22.55,-11.28,-11.27,-0.1208,-0.05165,-0.2232,-0.1659,0.00785,-0.00305,0.00245,-0.00727,0.01006,-0.00795,0.00075,0.00337,0.00038,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0119,0.1732,NaN,-18.679,-9.374,-9.305,-0.1207,-0.05167,-0.2061,-0.1487,0.00749,-0.00294,0.00224,-0.00636,0.01046,-0.00778,0.00072,0.00309,0.00036,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0120,0.1706,NaN,-12.724,-6.365,-6.359,-0.07675,-0.05175,-0.1823,-0.1112,0.00672,-0.00257,0.00206,-0.005,0.01121,-0.00735,0.00069,0.0024,0.00035,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0121,0.08724,NaN,-10.146,-5.037,-5.109,-0.07687,-0.05181,-0.162,-0.09523,0.00609,-0.00241,0.00179,-0.00434,0.01157,-0.00694,0.00057,0.00201,0.00029,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0122,0.2341,NaN,-10.087,-5.045,-5.042,-0.07661,-0.05176,-0.1617,-0.09073,0.0061,-0.00233,0.00189,-0.00418,0.01176,-0.00685,0.00067,0.00202,0.0004,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0123,0.1099,NaN,-10.092,-5.097,-4.995,-0.07657,-0.05181,-0.1595,-0.09401,0.00608,-0.00234,0.00184,-0.00415,0.0118,-0.00681,0.00064,0.00199,0.00034,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0124,0.2638,NaN,-10.101,-5.06,-5.041,-0.07669,-0.05181,-0.1596,-0.08874,0.00604,-0.00242,0.00173,-0.00418,0.01174,-0.00686,0.0006,0.00187,0.00031,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0125,0.1115,NaN,-11.722,-5.882,-5.84,-0.07641,-0.05173,-0.1586,-0.09827,0.006,-0.00239,0.0018,-0.00414,0.01187,-0.00681,0.00062,0.00195,0.00031,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0126,0.2867,NaN,-15.683,-7.886,-7.797,-0.07625,-0.0517,-0.1696,-0.1138,0.00613,-0.00241,0.00192,-0.00459,0.01187,-0.00678,0.00066,0.00197,0.00032,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0127,0.09271,NaN,-21.76,-10.9,-10.86,-0.0762,-0.0517,-0.1876,-0.1458,0.0063,-0.00264,0.00197,-0.00549,0.0118,-0.00678,0.00067,0.00204,0.00032,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0128,0.1271,NaN,-25.88,-13.03,-12.85,-0.07623,-0.05178,-0.21,-0.164,0.00668,-0.00285,0.00208,-0.00638,0.01161,-0.00683,0.00063,0.0021,0.00034,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0129,0.3146,NaN,-30.7,-15.32,-15.38,-0.07613,-0.05162,-0.2295,-0.1746,0.00705,-0.003,0.00221,-0.00716,0.01103,-0.00688,0.00067,0.0023,0.00039,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0130,0.0237,NaN,-35.75,-17.89,-17.86,-0.07612,-0.0516,-0.2374,-0.1999,0.00738,-0.00304,0.00236,-0.00778,0.01067,-0.00694,0.0007,0.00251,0.00032,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0131,0.04818,NaN,-41.7,-20.89,-20.81,-0.0762,-0.05176,-0.2608,-0.2196,0.00781,-0.00314,0.00255,-0.00876,0.00928,-0.00717,0.00076,0.00283,0.00034,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0132,0.2966,NaN,-46.72,-23.37,-23.35,-0.07626,-0.05163,-0.28,-0.2303,0.00813,-0.00324,0.00268,-0.00958,0.00757,-0.00742,0.00074,0.00311,0.00035,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0133,0.04141,NaN,-50.81,-25.41,-25.4,-0.07641,-0.05172,-0.2866,-0.2479,0.00837,-0.0033,0.00283,-0.01003,0.00689,-0.00757,0.00077,0.00339,0.00041,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0134,0.2172,NaN,-56.83,-28.39,-28.44,-0.07656,-0.05176,-0.3091,-0.2615,0.00875,-0.00336,0.00297,-0.01096,0.00427,-0.00791,0.00082,0.00374,0.00038,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0135,0.1432,NaN,-61.67,-30.89,-30.78,-0.07675,-0.05162,-0.3198,-0.2782,0.00888,-0.00346,0.00305,-0.01156,0.00296,-0.00815,0.00081,0.00398,0.0004,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0136,0.2768,NaN,-65.79,-32.89,-32.9,-0.07679,-0.05178,-0.3358,-0.2849,0.00917,-0.00351,0.00317,-0.01225,0.00112,-0.00837,0.00081,0.0042,0.00039,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0137,0.0737,NaN,-70.74,-35.38,-35.36,-0.07714,-0.05165,-0.3454,-0.3009,0.00937,-0.00349,0.00333,-0.01289,0,-0.00857,0.00084,0.00453,0.00045,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0138,0.2313,NaN,-75.76,-37.88,-37.88,-0.07729,-0.05137,-0.3623,-0.3118,0.00972,-0.00351,0.00351,-0.01382,-0.00178,-0.00876,0.00085,0.00477,0.00046,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0139,0.1445,NaN,-81.77,-40.9,-40.87,-0.07714,-0.04856,-0.3805,-0.3299,0.01018,-0.00358,0.00369,-0.01515,-0.00301,-0.00909,0.00088,0.00516,0.00049,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0140,0.1945,NaN,-82.21,-41.13,-41.08,-0.07696,-0.04608,-0.3867,-0.3342,0.01052,-0.00359,0.00383,-0.01563,-0.00322,-0.00922,0.00094,0.00534,0.00048,0
RS3_LS00_to_LS01,LS00_to_LS01_RS3_0141,0.1818,NaN,-82.21,-41.1,-41.11,-0.0769,-0.04581,-0.39,-0.3353,0.0106,-0.00359,0.00385,-0.01589,-0.00333,-0.00935,0.00095,0.00539,0.00052,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0000,0,0,-82.15,-41.08,-41.07,0.0002,0.00015,-0.4171,-0.3527,0.01171,-0.00356,0.00441,-0.0183,-0.00476,-0.00999,0.00101,0.0062,0.00067,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0010,1.5,8.19E-05,-82.13,-41.74,-40.39,0.00011,0.00018,-0.4198,-0.3541,0.01169,-0.00356,0.00437,-0.01834,-0.00552,-0.00999,0.00099,0.00625,0.00065,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0011,3.326,0.01414173,-82.13,-42.62,-39.51,0.00024,0.00045,-0.4265,-0.3523,0.01167,-0.00359,0.00434,-0.01808,-0.00593,-0.00999,0.00101,0.00651,0.00072,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0012,4.96,0.033498403,-82.13,-43.4,-38.73,0.00038,0.01649,-0.4341,-0.3493,0.01171,-0.00352,0.00435,-0.01789,-0.00664,-0.00991,0.001,0.00663,0.00062,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0013,6.47,0.053455666,-82.14,-44.14,-38,0.00051,0.03567,-0.4427,-0.346,0.01173,-0.00353,0.0043,-0.01771,-0.00754,-0.00994,0.00105,0.00681,0.00065,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0014,7.943,0.076255134,-82.14,-44.84,-37.3,0.04465,0.06254,-0.4529,-0.3415,0.01171,-0.00361,0.00424,-0.01761,-0.00861,-0.00993,0.00106,0.00701,0.00065,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0015,9.353,0.099151236,-82.13,-45.52,-36.61,0.05377,0.08439,-0.4641,-0.3364,0.01164,-0.00361,0.00409,-0.01757,-0.00986,-0.00996,0.00107,0.00731,0.00064,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0016,10.75,0.129340812,-82.13,-46.18,-35.95,0.0899,0.1141,-0.4762,-0.3304,0.01165,-0.00361,0.004,-0.01757,-0.01123,-0.00992,0.00109,0.0076,0.00061,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0017,12.12,0.158434261,-82.11,-46.84,-35.27,0.1272,0.1429,-0.4896,-0.3243,0.01163,-0.00369,0.0038,-0.0176,-0.01275,-0.00992,0.00112,0.00798,0.0006,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0018,13.45,0.19766774,-82.14,-47.5,-34.64,0.1656,0.1733,-0.5032,-0.3174,0.01163,-0.0037,0.00372,-0.01764,-0.01442,-0.00981,0.00113,0.00828,0.00046,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0019,14.71,0.229552943,-82.12,-48.1,-34.02,0.2052,0.205,-0.5171,-0.3098,0.0116,-0.00373,0.00363,-0.01761,-0.01609,-0.0097,0.00118,0.00876,0.00054,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0020,15.94,0.262882528,-82.13,-48.69,-33.44,0.2436,0.2381,-0.5312,-0.3023,0.01163,-0.00381,0.00349,-0.01773,-0.01789,-0.00954,0.00118,0.00914,0.00048,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0021,17.13,0.297903697,-82.13,-49.26,-32.87,0.2788,0.2698,-0.5451,-0.2941,0.0116,-0.00384,0.00337,-0.01785,-0.01962,-0.00945,0.00123,0.00961,0.00041,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0022,18.29,0.337043553,-82.13,-49.82,-32.31,0.3141,0.3014,-0.5586,-0.2862,0.01153,-0.00392,0.00321,-0.01802,-0.02145,-0.00937,0.0012,0.01009,0.00038,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0023,19.38,0.36424508,-82.13,-50.34,-31.79,0.3516,0.3328,-0.5722,-0.2778,0.01146,-0.00397,0.00306,-0.01814,-0.0233,-0.00928,0.0012,0.0106,0.0003,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0024,20.44,0.388378441,-82.13,-50.85,-31.28,0.4122,0.3689,-0.5859,-0.2695,0.01146,-0.00401,0.00292,-0.01829,-0.0253,-0.00914,0.0012,0.01116,0.00029,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0025,21.26,0.431494712,-82.15,-51.26,-30.89,0.4234,0.3737,-0.597,-0.2626,0.0114,-0.00409,0.00273,-0.01845,-0.02692,-0.00908,0.00119,0.01162,0.00025,0
RS3_LS01_to_LS02,LS01_to_LS02_RS3_0026,21.83,0.445545837,-82.06,-51.58,-30.48,0.4613,0.4014,-0.6087,-0.2567,0.01139,-0.0041,0.00265,-0.01858,-0.02837,-0.0089,0.00118,0.01218,0.00019,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0000,20.33,0.467177266,-82.08,-50.76,-31.32,0.4954,0.4487,-0.6181,-0.2806,0.01132,-0.00418,0.00252,-0.01907,-0.03029,-0.00889,0.0011,0.01435,0,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0001,18.62,0.453169759,-82.08,-49.93,-32.15,0.4953,0.4487,-0.6181,-0.2848,0.01128,-0.00421,0.00253,-0.01913,-0.02883,-0.00896,0.00108,0.01429,0,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0002,16.15,0.426539597,-82.15,-48.81,-33.34,0.4954,0.4486,-0.6177,-0.2964,0.01135,-0.00418,0.00271,-0.01908,-0.0253,-0.0089,0.00118,0.01442,0.00018,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0003,14.02,0.400278031,-82.13,-47.75,-34.38,0.4949,0.4481,-0.617,-0.3073,0.01138,-0.00421,0.00278,-0.01908,-0.02183,-0.00896,0.00113,0.01431,0.00011,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0004,12.08,0.378522859,-82.13,-46.83,-35.3,0.4934,0.4407,-0.6092,-0.3189,0.01144,-0.00416,0.00301,-0.01908,-0.01817,-0.00889,0.00116,0.0143,0.00012,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0005,10.22,0.34144743,-82.11,-45.93,-36.18,0.4652,0.4135,-0.6012,-0.3299,0.01146,-0.00419,0.00311,-0.01912,-0.01478,-0.00899,0.00115,0.01428,0.00014,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0006,8.401,0.321296667,-82.13,-45.06,-37.07,0.4281,0.3872,-0.5933,-0.3406,0.01154,-0.00415,0.00328,-0.01906,-0.01149,-0.009,0.00117,0.01429,0.00019,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0007,6.645,0.286862185,-82.14,-44.22,-37.92,0.3999,0.3627,-0.5857,-0.3506,0.01148,-0.00418,0.00337,-0.01913,-0.00839,-0.00909,0.00111,0.01422,0.00018,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0008,4.822,0.262309636,-82.14,-43.34,-38.8,0.3753,0.337,-0.5787,-0.3597,0.01157,-0.00421,0.00351,-0.01912,-0.00561,-0.00923,0.00112,0.01413,0.00018,-0.00012
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0009,3.135,0.237013866,-82.12,-42.51,-39.61,0.3477,0.3112,-0.5721,-0.3676,0.01167,-0.00415,0.0037,-0.01909,-0.00318,-0.00941,0.00117,0.01408,0.00026,-0.00014
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0010,1.646,0.210587027,-82.11,-41.78,-40.33,0.327,0.2911,-0.5663,-0.3742,0.01171,-0.00416,0.00387,-0.01918,-0.00113,-0.00961,0.00118,0.01395,0.00025,-0.00011
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0011,0.3776,0.192228316,-82.13,-41.19,-40.94,0.3019,0.2705,-0.5606,-0.3809,0.0118,-0.00412,0.00398,-0.01935,0.00066,-0.00975,0.0012,0.01386,0.00026,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0012,-0.8724,0.173193869,-82.14,-40.62,-41.52,0.2798,0.2511,-0.5554,-0.3872,0.01197,-0.00414,0.0041,-0.01969,0.00223,-0.00993,0.00119,0.01374,0.00025,-0.00012
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0013,-2.077,0.154096715,-82.11,-40,-42.11,0.2615,0.2352,-0.5508,-0.3924,0.01218,-0.00408,0.00423,-0.0201,0.00376,-0.01003,0.0012,0.01355,0.00025,-0.00015
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0014,-3.135,0.132676193,-82.13,-39.51,-42.62,0.2431,0.2185,-0.5458,-0.3979,0.01239,-0.00409,0.0043,-0.02056,0.00506,-0.01021,0.0012,0.01347,0.00029,-0.00012
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0015,-4.48,0.114575213,-82.1,-38.84,-43.26,0.2155,0.1982,-0.5402,-0.4043,0.01271,-0.00412,0.00437,-0.0213,0.00665,-0.0104,0.00119,0.01332,0.00033,-0.0001
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0016,-5.902,0.091579285,-82.11,-38.17,-43.94,0.186,0.1751,-0.5328,-0.4119,0.01308,-0.00411,0.00452,-0.02221,0.00834,-0.01066,0.00116,0.01314,0.00031,-0.00014
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0017,-7.411,0.063921201,-82.11,-37.41,-44.7,0.1558,0.1506,-0.5278,-0.4176,0.01365,-0.0041,0.00466,-0.02315,0.00995,-0.01094,0.00118,0.01283,0.00028,-0.00011
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0018,-8.78,0.031841055,-82.14,-36.81,-45.33,0.1221,0.1246,-0.5194,-0.4266,0.01418,-0.00412,0.00484,-0.02396,0.01161,-0.01113,0.00119,0.01261,0.00029,-0.00013
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0019,-10.23,0.010543135,-82.12,-36.09,-46.03,0.08716,0.09515,-0.5129,-0.4338,0.0149,-0.00412,0.00498,-0.0248,0.01313,-0.01141,0.00118,0.01246,0.00042,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0020,-11.65,-0.022748705,-82.12,-35.4,-46.72,0.04903,0.06413,-0.5067,-0.4411,0.01566,-0.00419,0.00508,-0.02584,0.01451,-0.01171,0.00111,0.01212,0.00034,-0.00014
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0021,-13.07,-0.043823348,-82.08,-34.7,-47.38,0.01323,0.03577,-0.5007,-0.4476,0.01646,-0.00421,0.00523,-0.02667,0.01583,-0.01191,0.00113,0.01188,0.00034,-0.00012
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0022,-14.45,-0.075879809,-82.09,-34.02,-48.07,-0.0257,0.00455,-0.4949,-0.4539,0.01723,-0.00426,0.00541,-0.02739,0.0171,-0.01208,0.00114,0.01168,0.00045,-0.00012
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0023,-15.83,-0.106748368,-82.08,-33.35,-48.73,-0.06097,-0.02694,-0.4889,-0.4604,0.01801,-0.00433,0.0055,-0.02808,0.01825,-0.01225,0.00113,0.01138,0.00042,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0024,-17.21,-0.138149106,-82.29,-32.79,-49.5,-0.102,-0.05872,-0.4839,-0.4675,0.01881,-0.00441,0.00565,-0.02877,0.01931,-0.01238,0.00114,0.01116,0.00046,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0025,-18.61,-0.169455968,-82.07,-32.01,-50.06,-0.1375,-0.09235,-0.4781,-0.4724,0.01969,-0.00448,0.00582,-0.02939,0.02041,-0.01248,0.0011,0.01091,0.00049,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0026,-20.01,-0.209665923,-82.09,-31.34,-50.75,-0.1748,-0.1257,-0.4733,-0.4766,0.02062,-0.00449,0.00607,-0.03008,0.02143,-0.01257,0.00115,0.0106,0.00051,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0027,-21.37,-0.241006733,-81.69,-30.47,-51.22,-0.2156,-0.1582,-0.467,-0.4831,0.02146,-0.00449,0.00622,-0.03071,0.02237,-0.01265,0.00113,0.01033,0.00054,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0028,-22.78,-0.27685947,-82.12,-30.04,-52.08,-0.2497,-0.1922,-0.4657,-0.4848,0.02246,-0.00462,0.0063,-0.03142,0.02315,-0.01278,0.00112,0.00993,0.00051,0
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0029,-24.16,-0.306361148,-82.13,-29.39,-52.74,-0.2929,-0.2286,-0.4619,-0.4882,0.02348,-0.00469,0.00655,-0.03202,0.02397,-0.01274,0.00114,0.00964,0.00056,0.00012
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0030,-25.5,-0.345464498,-82.13,-28.74,-53.39,-0.33,-0.2641,-0.4588,-0.4909,0.02456,-0.00478,0.00671,-0.03272,0.02468,-0.01274,0.00114,0.00935,0.00062,0.00018
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0031,-26.85,-0.378861806,-82.13,-28.08,-54.05,-0.3705,-0.3015,-0.4555,-0.4933,0.02578,-0.00488,0.00684,-0.03343,0.02539,-0.01271,0.0011,0.00903,0.00061,0.00023
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0032,-28.13,-0.415245898,-82.11,-27.46,-54.65,-0.4098,-0.3368,-0.4524,-0.4955,0.02689,-0.005,0.00695,-0.03407,0.026,-0.01278,0.00106,0.00878,0.00069,0.00029
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0033,-29.33,-0.44632078,-82.12,-26.89,-55.23,-0.4474,-0.3731,-0.4502,-0.4971,0.02804,-0.00512,0.00713,-0.03469,0.02655,-0.01272,0.00106,0.00848,0.00072,0.00036
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0034,-28.91,-0.454786005,-82.25,-27.26,-54.99,-0.4544,-0.3809,-0.4503,-0.5,0.02862,-0.00514,0.00719,-0.03485,0.02683,-0.01273,0.00109,0.0085,0.00077,0.0004
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0035,-28.74,-0.458558516,-82.04,-27.12,-54.92,-0.4602,-0.3866,-0.4506,-0.5001,0.02895,-0.00521,0.00719,-0.0352,0.02705,-0.01272,0.00107,0.00847,0.00077,0.00043
RS3_LS02_to_LS03,LS02_to_LS03_RS3_0036,-27.54,-0.465193041,-82.17,-27.7,-54.47,-0.4609,-0.3889,-0.4519,-0.4987,0.02912,-0.00525,0.00713,-0.03536,0.02714,-0.01275,0.00108,0.00845,0.00076,0.0004
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0000,-27.39,-0.470266416,-82.05,-27.79,-54.26,-0.4804,-0.4139,-0.47,-0.5006,0.03058,-0.00527,0.00741,-0.03732,0.02792,-0.01279,0.00114,0.00842,0.00087,0.00048
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0001,-27.42,-0.470382624,-82.03,-27.79,-54.24,-0.4805,-0.4139,-0.4702,-0.5006,0.03057,-0.0053,0.00738,-0.03737,0.02788,-0.01281,0.00106,0.00841,0.00085,0.00042
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0002,-25,-0.446453195,-82.13,-28.99,-53.14,-0.4804,-0.4142,-0.474,-0.5013,0.03055,-0.00533,0.00736,-0.037,0.02786,-0.01283,0.00106,0.00842,0.00078,0.00043
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0003,-21.32,-0.428000945,-82.18,-30.76,-51.42,-0.4802,-0.4141,-0.4846,-0.5024,0.03057,-0.0054,0.00727,-0.03626,0.02782,-0.01281,0.00113,0.00853,0.00085,0.00043
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0004,-19.14,-0.399786507,-82.23,-31.93,-50.3,-0.4802,-0.4141,-0.4934,-0.5048,0.03054,-0.00551,0.00713,-0.03583,0.02762,-0.01283,0.00106,0.00845,0.00077,0.00034
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0005,-16.85,-0.3731092,-82.13,-32.89,-49.24,-0.4799,-0.4125,-0.5023,-0.5044,0.03052,-0.00551,0.00705,-0.03546,0.02722,-0.01273,0.00109,0.0085,0.00079,0.00031
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0006,-14.66,-0.341392445,-82.19,-33.96,-48.23,-0.478,-0.3845,-0.5141,-0.5026,0.03051,-0.00556,0.00695,-0.03518,0.02629,-0.01269,0.00113,0.0086,0.00086,0.00018
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0007,-12.54,-0.318361593,-82.13,-34.98,-47.15,-0.448,-0.357,-0.5229,-0.5014,0.03053,-0.00555,0.0069,-0.03477,0.02529,-0.01262,0.00116,0.00864,0.00078,0
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0008,-10.54,-0.289438469,-82.11,-35.93,-46.18,-0.4107,-0.3275,-0.5332,-0.4989,0.03049,-0.0057,0.00668,-0.03451,0.02402,-0.01262,0.00114,0.00875,0.00074,0
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0009,-8.715,-0.263211512,-82.1,-36.8,-45.3,-0.3737,-0.2994,-0.5437,-0.4953,0.03043,-0.00567,0.00661,-0.0343,0.02246,-0.01257,0.00116,0.00885,0.00069,0
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0010,-6.999,-0.237762741,-82.13,-37.64,-44.49,-0.3363,-0.27,-0.5535,-0.4912,0.03049,-0.00572,0.00652,-0.03411,0.02069,-0.01259,0.00119,0.00908,0.00072,-0.00012
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0011,-5.416,-0.208790955,-82.13,-38.41,-43.72,-0.3019,-0.2438,-0.5634,-0.4871,0.03042,-0.00579,0.00633,-0.03403,0.01873,-0.0126,0.00118,0.00928,0.00069,-0.0002
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0012,-3.893,-0.180076446,-82.14,-39.14,-43,-0.265,-0.2167,-0.5729,-0.4824,0.03048,-0.00577,0.00627,-0.03397,0.01672,-0.01253,0.0012,0.00947,0.00065,-0.00022
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0013,-2.418,-0.155030809,-82.13,-39.84,-42.29,-0.2294,-0.1901,-0.5817,-0.4776,0.03049,-0.00581,0.00616,-0.03391,0.01463,-0.01254,0.00123,0.0097,0.00059,-0.00028
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0014,-0.9893,-0.138338191,-82.12,-40.53,-41.59,-0.1942,-0.1645,-0.5904,-0.4729,0.03046,-0.00589,0.00602,-0.03384,0.0125,-0.01254,0.00124,0.00992,0.00062,-0.00027
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0015,0.3531,-0.112149123,-82.12,-41.17,-40.95,-0.1609,-0.1394,-0.5989,-0.4677,0.03047,-0.00593,0.00589,-0.03381,0.01027,-0.01252,0.00125,0.01011,0.00056,-0.00029
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0016,1.589,-0.092110234,-82.12,-41.77,-40.35,-0.1286,-0.1151,-0.6061,-0.4633,0.03046,-0.00594,0.00583,-0.0338,0.00831,-0.01244,0.00124,0.01034,0.00053,-0.00034
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0017,2.389,-0.077214679,-82.14,-42.17,-39.97,-0.1079,-0.09977,-0.6118,-0.4598,0.0304,-0.00595,0.00574,-0.03376,0.00688,-0.01243,0.00132,0.01053,0.00056,-0.00031
RS3_LS03_to_LS04,LS03_to_LS04_RS3_0018,3.501,-0.050988005,-82.14,-42.7,-39.44,-0.08242,-0.07952,-0.6181,-0.4555,0.03036,-0.00599,0.00561,-0.03375,0.00506,-0.01249,0.00133,0.01069,0.00049,-0.00033
