image_names,u [mm],Fh [kN]
LS24_to_LS25_RS3_0045,-1.717794957,-25.36
LS24_to_LS25_RS3_0046,-1.856017521,-26.36
LS24_to_LS25_RS3_0047,-2.002846282,-27.6
LS24_to_LS25_RS3_0048,-2.14423325,-28.84
LS24_to_LS25_RS3_0049,-2.286510726,-30.06
LS24_to_LS25_RS3_0050,-2.437665368,-31.23
LS24_to_LS25_RS3_0051,-2.579640035,-32.4
LS24_to_LS25_RS3_0052,-2.71884976,-33.54
LS24_to_LS25_RS3_0053,-2.869639325,-34.63
LS24_to_LS25_RS3_0054,-3.017447521,-35.92
LS24_to_LS25_RS3_0055,-3.161182251,-36.98
LS24_to_LS25_RS3_0056,-3.306133565,-37.79
LS24_to_LS25_RS3_0057,-3.453568129,-38.74
LS24_to_LS25_RS3_0058,-3.605912331,-39.8
LS24_to_LS25_RS3_0059,-3.75434445,-40.46
LS24_to_LS25_RS3_0060,-3.910540714,-41.38
LS24_to_LS25_RS3_0061,-4.061414365,-42.07
LS24_to_LS25_RS3_0062,-4.216974346,-42.68
LS24_to_LS25_RS3_0063,-4.375585403,-43.18
LS24_to_LS25_RS3_0064,-4.431085195,-41.94
LS25_to_LS26_RS3_0000,-4.445768649,-39.84
LS25_to_LS26_RS3_0001,-4.3887822,-38.81
LS25_to_LS26_RS3_0002,-4.217704456,-32.88
LS25_to_LS26_RS3_0003,-4.036725188,-29.89
LS25_to_LS26_RS3_0004,-3.863794679,-26.65
LS25_to_LS26_RS3_0005,-3.680328216,-23.69
LS25_to_LS26_RS3_0006,-3.502328514,-20.43
LS25_to_LS26_RS3_0007,-3.319282123,-17.85
LS25_to_LS26_RS3_0008,-3.132001217,-15.44
LS25_to_LS26_RS3_0009,-2.954108133,-13.51
LS25_to_LS26_RS3_0010,-2.771478563,-10.85
LS25_to_LS26_RS3_0011,-2.591864997,-8.672
LS25_to_LS26_RS3_0012,-2.409555411,-6.957
LS25_to_LS26_RS3_0013,-2.233363859,-4.522
LS25_to_LS26_RS3_0014,-2.056102173,-2.509
LS25_to_LS26_RS3_0015,-1.878324147,-0.9378
LS25_to_LS26_RS3_0016,-1.707835494,0.924
LS25_to_LS26_RS3_0017,-1.569796244,2.598
LS25_to_LS26_RS3_0018,-1.387904714,4.409
LS25_to_LS26_RS3_0019,-1.22157138,6.248
LS25_to_LS26_RS3_0020,-1.039168087,8.084
LS25_to_LS26_RS3_0021,-0.860498877,10.27
LS25_to_LS26_RS3_0022,-0.683341872,11.71
LS25_to_LS26_RS3_0023,-0.496924021,13.88
LS25_to_LS26_RS3_0024,-0.318318876,15.71
LS25_to_LS26_RS3_0025,-0.116422469,17.11
LS25_to_LS26_RS3_0026,0.063119196,18.83
LS25_to_LS26_RS3_0027,0.253673439,20.47
LS25_to_LS26_RS3_0028,0.44050649,22.05
LS25_to_LS26_RS3_0029,0.625313757,23.57
LS25_to_LS26_RS3_0030,0.820943236,25.34
LS25_to_LS26_RS3_0031,1.013747555,26.48
LS25_to_LS26_RS3_0032,1.204619111,28.16
LS25_to_LS26_RS3_0033,1.394157927,29.25
LS25_to_LS26_RS3_0034,1.589526652,30.59
LS25_to_LS26_RS3_0035,1.780276181,32.15
LS25_to_LS26_RS3_0036,1.978302475,33.16
LS25_to_LS26_RS3_0037,2.170163255,34.41
LS25_to_LS26_RS3_0038,2.359144568,35.9
LS25_to_LS26_RS3_0039,2.553902346,37.1
LS25_to_LS26_RS3_0040,2.740310136,38.04
LS25_to_LS26_RS3_0041,2.93685425,39.2
LS25_to_LS26_RS3_0042,3.13489771,40.33
LS25_to_LS26_RS3_0043,3.332014225,41.36
LS25_to_LS26_RS3_0044,3.5250825,42.37
LS25_to_LS26_RS3_0045,3.724043336,43.29
LS25_to_LS26_RS3_0046,3.922146671,44.11
LS25_to_LS26_RS3_0047,4.128662868,44.84
LS25_to_LS26_RS3_0048,4.32759556,45.55
LS25_to_LS26_RS3_0049,4.526574786,45.97
LS25_to_LS26_RS3_0050,4.746024742,46.42
LS25_to_LS26_RS3_0051,4.948550424,46.69
LS25_to_LS26_RS3_0052,5.110571353,46.01
LS26_to_LS27_RS3_0000,5.147665255,43.85
LS26_to_LS27_RS3_0001,5.140271372,43.73
LS26_to_LS27_RS3_0002,5.145553395,43.69
LS26_to_LS27_RS3_0003,5.070893581,40.97
LS26_to_LS27_RS3_0004,4.88316462,37.5
LS26_to_LS27_RS3_0005,4.697831996,34.78
LS26_to_LS27_RS3_0006,4.514328097,32.36
LS26_to_LS27_RS3_0007,4.322707072,30.11
LS26_to_LS27_RS3_0008,4.132660421,28
LS26_to_LS27_RS3_0009,3.942289196,26
LS26_to_LS27_RS3_0010,3.752012072,24.05
LS26_to_LS27_RS3_0011,3.565122589,22.15
LS26_to_LS27_RS3_0012,3.380354899,20.28
LS26_to_LS27_RS3_0013,3.181975667,18.39
LS26_to_LS27_RS3_0014,2.999473019,16.56
LS26_to_LS27_RS3_0015,2.805916127,14.76
LS26_to_LS27_RS3_0016,2.622458549,12.94
LS26_to_LS27_RS3_0017,2.436036407,11.09
LS26_to_LS27_RS3_0018,2.257394922,9.375
LS26_to_LS27_RS3_0019,2.087515104,7.727
LS26_to_LS27_RS3_0020,1.903219812,5.989
LS26_to_LS27_RS3_0021,1.727295782,4.283
LS26_to_LS27_RS3_0022,1.541904222,2.602
LS26_to_LS27_RS3_0023,1.370413919,1.005
LS26_to_LS27_RS3_0024,1.192532543,-0.5557
LS26_to_LS27_RS3_0025,1.018089343,-2.043
LS26_to_LS27_RS3_0026,0.850931121,-3.497
LS26_to_LS27_RS3_0027,0.676639252,-4.976
LS26_to_LS27_RS3_0028,0.496347107,-6.448
LS26_to_LS27_RS3_0029,0.316027426,-7.897
LS26_to_LS27_RS3_0030,0.130129814,-9.393
LS26_to_LS27_RS3_0031,-0.052017298,-10.92
LS26_to_LS27_RS3_0032,-0.237064042,-12.46
LS26_to_LS27_RS3_0033,-0.426413545,-14.01
LS26_to_LS27_RS3_0034,-0.608870202,-15.57
LS26_to_LS27_RS3_0035,-0.800449455,-17.14
LS26_to_LS27_RS3_0036,-0.993314209,-18.66
LS26_to_LS27_RS3_0037,-1.175975731,-20.16
LS26_to_LS27_RS3_0038,-1.363245478,-21.62
LS26_to_LS27_RS3_0039,-1.559648946,-23.16
LS26_to_LS27_RS3_0040,-1.748553713,-24.66
LS26_to_LS27_RS3_0041,-1.940205568,-26.16
LS26_to_LS27_RS3_0042,-2.127350649,-27.6
LS26_to_LS27_RS3_0043,-2.321521463,-29.02
LS26_to_LS27_RS3_0044,-2.513905117,-30.42
LS26_to_LS27_RS3_0045,-2.715490771,-31.81
LS26_to_LS27_RS3_0046,-2.905844829,-33.17
LS26_to_LS27_RS3_0047,-3.098942613,-34.49
LS26_to_LS27_RS3_0048,-3.301178494,-35.75
LS26_to_LS27_RS3_0049,-3.498263014,-36.95
LS26_to_LS27_RS3_0050,-3.696434173,-38.07
LS26_to_LS27_RS3_0051,-3.905162785,-39.09
LS26_to_LS27_RS3_0052,-4.105631933,-39.95
LS26_to_LS27_RS3_0053,-4.310460799,-40.72
LS26_to_LS27_RS3_0054,-4.508641076,-41.36
LS26_to_LS27_RS3_0055,-4.731738257,-41.85
LS26_to_LS27_RS3_0056,-4.947526615,-42.24
LS26_to_LS27_RS3_0057,-5.154069489,-42.55
LS26_to_LS27_RS3_0058,-5.32049275,-41.68
LS27_to_LS28_RS3_0000,-5.332182262,-38.83
LS27_to_LS28_RS3_0001,-5.335475943,-39.16
LS27_to_LS28_RS3_0002,-5.198316297,-34.81
LS27_to_LS28_RS3_0003,-5.017490697,-30.77
LS27_to_LS28_RS3_0004,-4.8366465,-27.58
LS27_to_LS28_RS3_0005,-4.656043003,-24.81
LS27_to_LS28_RS3_0006,-4.466775021,-22.32
LS27_to_LS28_RS3_0007,-4.281117652,-19.98
LS27_to_LS28_RS3_0008,-4.089822331,-17.75
LS27_to_LS28_RS3_0009,-3.903382679,-15.63
LS27_to_LS28_RS3_0010,-3.717795745,-13.65
LS27_to_LS28_RS3_0011,-3.528709274,-11.83
LS27_to_LS28_RS3_0012,-3.339507265,-9.959
LS27_to_LS28_RS3_0013,-3.150191573,-8.197
LS27_to_LS28_RS3_0014,-2.963732131,-6.491
LS27_to_LS28_RS3_0015,-2.779445791,-4.82
LS27_to_LS28_RS3_0016,-2.594182304,-3.184
LS27_to_LS28_RS3_0017,-2.410030722,-1.585
LS27_to_LS28_RS3_0018,-2.232779445,-0.01432
LS27_to_LS28_RS3_0019,-2.062568017,1.478
LS27_to_LS28_RS3_0020,-1.900971469,2.854
LS27_to_LS28_RS3_0021,-1.72191324,4.299
LS27_to_LS28_RS3_0022,-1.538279933,5.758
LS27_to_LS28_RS3_0023,-1.356325562,7.189
LS27_to_LS28_RS3_0024,-1.17795169,8.605
LS27_to_LS28_RS3_0025,-0.989820118,10.03
LS27_to_LS28_RS3_0026,-0.801743131,11.44
LS27_to_LS28_RS3_0027,-0.614879661,12.87
LS27_to_LS28_RS3_0028,-0.422212445,14.28
LS27_to_LS28_RS3_0029,-0.230895345,15.69
LS27_to_LS28_RS3_0030,-0.044020097,17.08
LS27_to_LS28_RS3_0031,0.150604344,18.46
LS27_to_LS28_RS3_0032,0.348884491,19.79
LS27_to_LS28_RS3_0033,0.537772853,21.11
LS27_to_LS28_RS3_0034,0.733262884,22.38
LS27_to_LS28_RS3_0035,0.920699965,23.68
LS27_to_LS28_RS3_0036,1.115636706,24.92
LS27_to_LS28_RS3_0037,1.307625657,26.14
LS27_to_LS28_RS3_0038,1.508069454,27.32
LS27_to_LS28_RS3_0039,1.690714254,28.48
LS27_to_LS28_RS3_0040,1.886434258,29.64
LS27_to_LS28_RS3_0041,2.084369131,30.76
LS27_to_LS28_RS3_0042,2.278877814,31.87
LS27_to_LS28_RS3_0043,2.478283244,32.96
LS27_to_LS28_RS3_0044,2.670616781,34.02
LS27_to_LS28_RS3_0045,2.869544451,35.03
LS27_to_LS28_RS3_0046,3.067823124,36.03
LS27_to_LS28_RS3_0047,3.262364057,37.01
LS27_to_LS28_RS3_0048,3.462341192,37.98
LS27_to_LS28_RS3_0049,3.662480282,38.92
LS27_to_LS28_RS3_0050,3.859675569,39.8
LS27_to_LS28_RS3_0051,4.057547843,40.61
LS27_to_LS28_RS3_0052,4.255965026,41.34
LS27_to_LS28_RS3_0053,4.45591115,42.03
LS27_to_LS28_RS3_0054,4.66047477,42.64
LS27_to_LS28_RS3_0055,4.867062242,43.19
LS27_to_LS28_RS3_0056,5.074352084,43.6
LS27_to_LS28_RS3_0057,5.132056903,42.93
LS28_to_LS29_RS3_0001,5.1520174,40.67
LS28_to_LS29_RS3_0002,5.151823125,40.77
LS28_to_LS29_RS3_0003,5.082085025,37.71
LS28_to_LS29_RS3_0004,4.899968082,34.28
LS28_to_LS29_RS3_0005,4.720879351,31.58
LS28_to_LS29_RS3_0006,4.5315434,29.24
LS28_to_LS29_RS3_0007,4.348790894,27.13
LS28_to_LS29_RS3_0008,4.155540902,25.13
LS28_to_LS29_RS3_0009,3.96299643,23.24
LS28_to_LS29_RS3_0010,3.777245504,21.41
LS28_to_LS29_RS3_0011,3.584866697,19.66
LS28_to_LS29_RS3_0012,3.394682354,17.93
LS28_to_LS29_RS3_0013,3.206916873,16.23
LS28_to_LS29_RS3_0014,3.017958093,14.54
LS28_to_LS29_RS3_0015,2.827440141,12.88
LS28_to_LS29_RS3_0016,2.644992438,11.26
LS28_to_LS29_RS3_0017,2.45721174,9.745
LS28_to_LS29_RS3_0018,2.27707937,8.316
LS28_to_LS29_RS3_0019,2.100012242,6.838
LS28_to_LS29_RS3_0020,1.911736445,5.358
LS28_to_LS29_RS3_0021,1.728196584,3.928
LS28_to_LS29_RS3_0022,1.538709946,2.528
LS28_to_LS29_RS3_0023,1.352542227,1.213
LS28_to_LS29_RS3_0024,1.179225908,-0.07526
LS28_to_LS29_RS3_0025,0.991863021,-1.319
LS28_to_LS29_RS3_0026,0.816736137,-2.506
LS28_to_LS29_RS3_0027,0.646906039,-3.74
LS28_to_LS29_RS3_0028,0.459112733,-4.953
LS28_to_LS29_RS3_0029,0.27503185,-6.181
LS28_to_LS29_RS3_0030,0.090250809,-7.403
LS28_to_LS29_RS3_0031,-0.093330886,-8.662
LS28_to_LS29_RS3_0032,-0.289421604,-9.964
LS28_to_LS29_RS3_0033,-0.469639472,-11.3
LS28_to_LS29_RS3_0034,-0.664058981,-12.65
LS28_to_LS29_RS3_0035,-0.855401769,-14
LS28_to_LS29_RS3_0036,-1.040538456,-15.36
LS28_to_LS29_RS3_0037,-1.237125501,-16.7
LS28_to_LS29_RS3_0038,-1.426455482,-18.04
LS28_to_LS29_RS3_0039,-1.621610858,-19.34
LS28_to_LS29_RS3_0040,-1.805736864,-20.64
LS28_to_LS29_RS3_0041,-2.001460746,-21.93
LS28_to_LS29_RS3_0042,-2.192794532,-23.23
LS28_to_LS29_RS3_0043,-2.395547347,-24.51
LS28_to_LS29_RS3_0044,-2.587488198,-25.77
LS28_to_LS29_RS3_0045,-2.776154294,-27.04
LS28_to_LS29_RS3_0046,-2.981909104,-28.3
LS28_to_LS29_RS3_0047,-3.170204421,-29.54
LS28_to_LS29_RS3_0048,-3.373197123,-30.79
LS28_to_LS29_RS3_0049,-3.565477404,-32.01
LS28_to_LS29_RS3_0050,-3.764115261,-33.21
LS28_to_LS29_RS3_0051,-3.961624168,-34.36
LS28_to_LS29_RS3_0052,-4.164956355,-35.45
LS28_to_LS29_RS3_0053,-4.370954661,-36.46
LS28_to_LS29_RS3_0054,-4.578184927,-37.41
LS28_to_LS29_RS3_0055,-4.782101794,-38.25
LS28_to_LS29_RS3_0056,-4.988382796,-38.98
LS28_to_LS29_RS3_0057,-5.202223723,-39.61
LS28_to_LS29_RS3_0058,-5.39944313,-39.05
LS29_to_LS30_RS3_0000,-5.403981276,-36.58
LS29_to_LS30_RS3_0001,-5.374622204,-36.52
LS29_to_LS30_RS3_0002,-5.144927558,-30.22
LS29_to_LS30_RS3_0003,-4.921660839,-26.19
LS29_to_LS30_RS3_0004,-4.691223087,-22.91
LS29_to_LS30_RS3_0005,-4.458355064,-20.08
LS29_to_LS30_RS3_0006,-4.221864519,-17.47
LS29_to_LS30_RS3_0007,-3.978721418,-15
LS29_to_LS30_RS3_0008,-3.74053935,-12.71
LS29_to_LS30_RS3_0009,-3.502636464,-10.56
LS29_to_LS30_RS3_0010,-3.265226905,-8.528
LS29_to_LS30_RS3_0011,-3.034510803,-6.584
LS29_to_LS30_RS3_0012,-2.798824282,-4.707
LS29_to_LS30_RS3_0013,-2.560229078,-2.879
LS29_to_LS30_RS3_0014,-2.150176895,0.2279
LS29_to_LS30_RS3_0015,-1.930698259,1.802
LS29_to_LS30_RS3_0016,-1.721689433,3.306
LS29_to_LS30_RS3_0017,-1.487549603,4.884
LS29_to_LS30_RS3_0018,-1.260129068,6.461
LS29_to_LS30_RS3_0019,-1.01850131,8.016
LS29_to_LS30_RS3_0020,-0.795388215,9.559
LS29_to_LS30_RS3_0021,-0.555762839,11.07
LS29_to_LS30_RS3_0022,-0.317590501,12.6
LS29_to_LS30_RS3_0023,-0.071100852,14.14
LS29_to_LS30_RS3_0024,0.167123142,15.63
LS29_to_LS30_RS3_0025,0.412820675,17.11
LS29_to_LS30_RS3_0026,0.4982,18.58
LS29_to_LS30_RS3_0027,0.7337,20.03
LS29_to_LS30_RS3_0028,1.02,21.77
LS29_to_LS30_RS3_0029,1.261,23.21
LS29_to_LS30_RS3_0030,1.503,24.68
LS29_to_LS30_RS3_0031,2.177,28.67
LS29_to_LS30_RS3_0032,2.466,30.29
LS29_to_LS30_RS3_0033,2.708,31.6
LS29_to_LS30_RS3_0034,3.001,33.19
LS29_to_LS30_RS3_0035,3.342,34.99
LS29_to_LS30_RS3_0037,3.826,37.42
LS29_to_LS30_RS3_0038,4.065,38.49
LS29_to_LS30_RS3_0039,4.311,39.5
LS29_to_LS30_RS3_0040,4.794729954,40.37
LS29_to_LS30_RS3_0041,5.05518994,41.14
LS29_to_LS30_RS3_0042,5.305323122,41.77
LS29_to_LS30_RS3_0043,5.554446946,42.2
LS29_to_LS30_RS3_0044,5.817036171,42.49
LS29_to_LS30_RS3_0045,6.082563946,42.79
LS29_to_LS30_RS3_0046,6.334839513,43
LS29_to_LS30_RS3_0047,6.596845966,43.19
LS29_to_LS30_RS3_0048,6.860291358,43.29
LS30_to_LS31_RS3_0000,6.883366521,40.62
LS30_to_LS31_RS3_0001,6.817126708,37.53
LS30_to_LS31_RS3_0002,6.595422939,33.6
LS30_to_LS31_RS3_0003,6.3552362,30.61
LS30_to_LS31_RS3_0004,6.123632658,28.05
LS30_to_LS31_RS3_0005,5.879447519,25.75
LS30_to_LS31_RS3_0006,5.641973031,23.62
LS30_to_LS31_RS3_0007,5.402105063,21.59
LS30_to_LS31_RS3_0008,5.159071848,19.63
LS30_to_LS31_RS3_0009,4.91651564,17.74
LS30_to_LS31_RS3_0010,4.674400364,15.92
LS30_to_LS31_RS3_0011,4.433735523,14.12
LS30_to_LS31_RS3_0012,4.188573393,12.35
LS30_to_LS31_RS3_0013,3.955721909,10.63
LS30_to_LS31_RS3_0014,3.727815729,9.07
LS30_to_LS31_RS3_0015,3.499319339,7.501
LS30_to_LS31_RS3_0016,3.256500272,5.976
LS30_to_LS31_RS3_0017,3.020136256,4.497
LS30_to_LS31_RS3_0018,2.78538914,3.037
LS30_to_LS31_RS3_0019,2.554208389,1.669
LS30_to_LS31_RS3_0020,2.310790122,0.3805
LS30_to_LS31_RS3_0021,2.083895476,-0.8729
LS30_to_LS31_RS3_0022,1.850375417,-2.088
LS30_to_LS31_RS3_0023,1.622166397,-3.294
LS30_to_LS31_RS3_0024,1.382071517,-4.533
LS30_to_LS31_RS3_0025,1.147254605,-5.762
LS30_to_LS31_RS3_0026,0.91348216,-6.986
LS30_to_LS31_RS3_0027,0.679637389,-8.272
LS30_to_LS31_RS3_0028,0.435433936,-9.574
LS30_to_LS31_RS3_0029,0.199738017,-10.9
LS30_to_LS31_RS3_0030,-0.040817533,-12.22
LS30_to_LS31_RS3_0031,-0.282144222,-13.57
LS30_to_LS31_RS3_0032,-0.517252392,-14.93
LS30_to_LS31_RS3_0033,-0.760121411,-16.31
LS30_to_LS31_RS3_0034,-1.000198629,-17.71
LS30_to_LS31_RS3_0035,-1.242245198,-19.08
LS30_to_LS31_RS3_0036,-1.48633868,-20.44
LS30_to_LS31_RS3_0037,-1.731543269,-21.67
LS30_to_LS31_RS3_0038,-1.9744226,-23.03
LS30_to_LS31_RS3_0039,-2.217149511,-24.31
LS30_to_LS31_RS3_0040,-2.468130861,-25.61
LS30_to_LS31_RS3_0041,-2.705692442,-26.91
LS30_to_LS31_RS3_0042,-2.962113762,-28.2
LS30_to_LS31_RS3_0043,-3.208631688,-29.47
LS30_to_LS31_RS3_0044,-3.461820713,-30.73
LS30_to_LS31_RS3_0045,-3.711471071,-31.97
LS30_to_LS31_RS3_0046,-3.962656096,-33.19
LS30_to_LS31_RS3_0047,-4.216856978,-34.3
LS30_to_LS31_RS3_0048,-4.472812801,-35.29
LS30_to_LS31_RS3_0049,-4.731076111,-36.14
LS30_to_LS31_RS3_0050,-4.9883888,-36.92
LS30_to_LS31_RS3_0051,-5.252519951,-37.6
LS30_to_LS31_RS3_0052,-5.517969385,-38.17
LS30_to_LS31_RS3_0053,-5.78387772,-38.63
LS30_to_LS31_RS3_0054,-6.058594043,-39.05
LS30_to_LS31_RS3_0055,-6.327516991,-39.39
LS30_to_LS31_RS3_0056,-6.60078707,-39.67
LS30_to_LS31_RS3_0057,-6.869805454,-39.85
LS30_to_LS31_RS3_0058,-7.150293508,-39.49
LS30_to_LS31_RS3_0059,-7.151426087,-38.59
LS31_to_LS32_RS3_0000,-7.16211257,-37.16
LS31_to_LS32_RS3_0001,-7.04367336,-33.78
LS31_to_LS32_RS3_0002,-6.808153038,-29.34
LS31_to_LS32_RS3_0003,-6.571034993,-26.05
LS31_to_LS32_RS3_0004,-6.336136605,-23.3
LS31_to_LS32_RS3_0005,-6.096127771,-20.87
LS31_to_LS32_RS3_0006,-5.854337299,-18.69
LS31_to_LS32_RS3_0007,-5.607656553,-16.6
LS31_to_LS32_RS3_0008,-5.362381487,-14.68
LS31_to_LS32_RS3_0009,-5.115812282,-12.86
LS31_to_LS32_RS3_0010,-4.872967469,-11.13
LS31_to_LS32_RS3_0011,-4.622789041,-9.476
LS31_to_LS32_RS3_0012,-4.384370884,-7.875
LS31_to_LS32_RS3_0013,-4.143672524,-6.308
LS31_to_LS32_RS3_0014,-3.907997074,-4.814
LS31_to_LS32_RS3_0015,-3.661060988,-3.343
LS31_to_LS32_RS3_0016,-3.425410948,-1.95
LS31_to_LS32_RS3_0017,-3.186708026,-0.5508
LS31_to_LS32_RS3_0018,-2.955004913,0.7943
LS31_to_LS32_RS3_0019,-2.738341612,2.045
LS31_to_LS32_RS3_0020,-2.508662633,3.279
LS31_to_LS32_RS3_0021,-2.273219278,4.547
LS31_to_LS32_RS3_0022,-2.038992663,5.807
LS31_to_LS32_RS3_0023,-1.79387227,7.036
LS31_to_LS32_RS3_0024,-1.552886458,8.259
LS31_to_LS32_RS3_0025,-1.311027829,9.469
LS31_to_LS32_RS3_0026,-1.069319978,10.66
LS31_to_LS32_RS3_0027,-0.826734777,11.8
LS31_to_LS32_RS3_0028,-0.581910613,12.92
LS31_to_LS32_RS3_0029,-0.342464008,14.05
LS31_to_LS32_RS3_0030,-0.09225497,15.15
LS31_to_LS32_RS3_0031,0.15429159,16.2
LS31_to_LS32_RS3_0032,0.406248871,17.27
LS31_to_LS32_RS3_0033,0.64763847,18.32
LS31_to_LS32_RS3_0034,0.898497235,19.37
LS31_to_LS32_RS3_0035,1.146065858,20.39
LS31_to_LS32_RS3_0036,1.390971789,21.42
LS31_to_LS32_RS3_0037,1.64069955,22.43
LS31_to_LS32_RS3_0038,1.884057158,23.45
LS31_to_LS32_RS3_0039,2.138312847,24.48
LS31_to_LS32_RS3_0040,2.382310489,25.52
LS31_to_LS32_RS3_0041,2.634207952,26.54
LS31_to_LS32_RS3_0042,2.885966076,27.56
LS31_to_LS32_RS3_0043,3.135159887,28.54
LS31_to_LS32_RS3_0044,3.375823793,29.51
LS31_to_LS32_RS3_0045,3.624077371,30.48
LS31_to_LS32_RS3_0046,3.879732212,31.44
LS31_to_LS32_RS3_0047,4.132392182,32.37
LS31_to_LS32_RS3_0048,4.374218275,33.26
LS31_to_LS32_RS3_0049,4.627438145,34.12
LS31_to_LS32_RS3_0050,4.889685223,34.92
LS31_to_LS32_RS3_0051,5.141098231,35.67
LS31_to_LS32_RS3_0052,5.39217222,36.37
LS31_to_LS32_RS3_0053,5.638963664,37.01
LS31_to_LS32_RS3_0054,5.900735741,37.59
LS31_to_LS32_RS3_0055,6.153601314,38.13
LS31_to_LS32_RS3_0056,6.411970486,38.62
LS31_to_LS32_RS3_0057,6.66716072,38.99
LS31_to_LS32_RS3_0058,6.771082207,38.58
LS32_to_LS33_RS3_0001,6.800448965,36.18
LS32_to_LS33_RS3_0002,6.789747877,36.18
LS32_to_LS33_RS3_0003,6.782885063,36.24
LS32_to_LS33_RS3_0004,6.73408974,33.49
LS32_to_LS33_RS3_0005,6.497904112,29.73
LS32_to_LS33_RS3_0006,6.265826593,26.85
LS32_to_LS33_RS3_0007,6.032811204,24.37
LS32_to_LS33_RS3_0008,5.795419338,22.13
LS32_to_LS33_RS3_0009,5.555880025,20.06
LS32_to_LS33_RS3_0010,5.313246248,18.1
LS32_to_LS33_RS3_0011,5.073388039,16.27
LS32_to_LS33_RS3_0012,4.827509095,14.56
LS32_to_LS33_RS3_0013,4.587098698,12.91
LS32_to_LS33_RS3_0014,4.345534438,11.33
LS32_to_LS33_RS3_0015,4.102909153,9.813
LS32_to_LS33_RS3_0016,3.864567191,8.433
LS32_to_LS33_RS3_0017,3.636534945,7.065
LS32_to_LS33_RS3_0018,3.393134379,5.746
LS32_to_LS33_RS3_0019,3.148118145,4.469
LS32_to_LS33_RS3_0020,2.908999043,3.228
LS32_to_LS33_RS3_0021,2.670438206,2.038
LS32_to_LS33_RS3_0022,2.434374226,0.9276
LS32_to_LS33_RS3_0023,2.200634674,-0.188
LS32_to_LS33_RS3_0024,1.962308161,-1.222
LS32_to_LS33_RS3_0025,1.728772833,-2.261
LS32_to_LS33_RS3_0026,1.494071419,-3.273
LS32_to_LS33_RS3_0027,1.259567275,-4.298
LS32_to_LS33_RS3_0028,1.007275878,-5.324
LS32_to_LS33_RS3_0029,0.773978154,-6.373
LS32_to_LS33_RS3_0030,0.522151449,-7.402
LS32_to_LS33_RS3_0031,0.285269301,-8.432
LS32_to_LS33_RS3_0032,0.042164311,-9.511
LS32_to_LS33_RS3_0033,-0.195027478,-10.61
LS32_to_LS33_RS3_0034,-0.439628739,-11.74
LS32_to_LS33_RS3_0035,-0.682244654,-12.86
LS32_to_LS33_RS3_0036,-0.92354731,-13.99
LS32_to_LS33_RS3_0037,-1.174475763,-15.14
LS32_to_LS33_RS3_0038,-1.417075168,-16.26
LS32_to_LS33_RS3_0039,-1.66385197,-17.38
LS32_to_LS33_RS3_0040,-1.909709916,-18.47
LS32_to_LS33_RS3_0041,-2.161824758,-19.55
LS32_to_LS33_RS3_0042,-2.400281152,-20.61
LS32_to_LS33_RS3_0043,-2.649563247,-21.65
LS32_to_LS33_RS3_0044,-2.900088299,-22.75
LS32_to_LS33_RS3_0045,-3.141092086,-23.79
LS32_to_LS33_RS3_0046,-3.396660658,-24.84
LS32_to_LS33_RS3_0047,-3.641720802,-25.89
LS32_to_LS33_RS3_0048,-3.896259028,-26.93
LS32_to_LS33_RS3_0049,-4.14724499,-27.97
LS32_to_LS33_RS3_0050,-4.394539705,-29.02
LS32_to_LS33_RS3_0051,-4.650008852,-30.07
LS32_to_LS33_RS3_0052,-4.908343077,-31.09
LS32_to_LS33_RS3_0053,-5.164631766,-32.04
LS32_to_LS33_RS3_0054,-5.423818017,-32.95
LS32_to_LS33_RS3_0055,-5.678689478,-33.77
LS32_to_LS33_RS3_0056,-5.938821513,-34.53
LS32_to_LS33_RS3_0057,-6.201102182,-35.17
LS32_to_LS33_RS3_0058,-6.462351591,-35.81
LS32_to_LS33_RS3_0059,-6.723179017,-36.35
LS32_to_LS33_RS3_0060,-6.990480117,-36.78
LS33_to_LS34_RS3_0001,-7.22205089,-34.06
LS33_to_LS34_RS3_0002,-7.214009646,-34.04
LS33_to_LS34_RS3_0003,-7.215745531,-34.03
LS33_to_LS34_RS3_0004,-7.055314334,-30.85
LS33_to_LS34_RS3_0005,-6.778844986,-26.23
LS33_to_LS34_RS3_0006,-6.489032119,-22.87
LS33_to_LS34_RS3_0007,-6.205411985,-20.08
LS33_to_LS34_RS3_0008,-5.912985862,-17.67
LS33_to_LS34_RS3_0009,-5.615294655,-15.46
LS33_to_LS34_RS3_0010,-5.313435685,-13.52
LS33_to_LS34_RS3_0011,-5.019638536,-11.6
LS33_to_LS34_RS3_0012,-4.727733537,-9.775
LS33_to_LS34_RS3_0013,-4.43646323,-8.051
LS33_to_LS34_RS3_0014,-4.145483768,-6.386
LS33_to_LS34_RS3_0015,-3.864677264,-4.764
LS33_to_LS34_RS3_0016,-3.572164095,-3.208
LS33_to_LS34_RS3_0017,-3.292508716,-1.681
LS33_to_LS34_RS3_0018,-3.006067546,-0.2078
LS33_to_LS34_RS3_0019,-2.729052883,1.214
LS33_to_LS34_RS3_0020,-2.465835044,2.499
LS33_to_LS34_RS3_0021,-2.185719668,3.831
LS33_to_LS34_RS3_0022,-1.895158211,5.16
LS33_to_LS34_RS3_0023,-1.612290342,6.429
LS33_to_LS34_RS3_0024,-1.326701021,7.647
